person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
954,CTR-00954,Contractor,Coastal Logistics Ltd,Security,Security Officer,2,3.9,Current
955,EMP-00955,Employee,None,Security,Security Officer,3,2.2,Expired
956,EMP-00956,Employee,None,HSE,Occupational Health Officer,2,3.2,Current
957,CTR-00957,Contractor,WestCo Services Ltd,Drilling,Derrickhand,3,11.9,Current
958,CTR-00958,Contractor,WestCo Services Ltd,Operations,Process Operator,3,3.5,Current
959,CTR-00959,Contractor,Integrated Drilling Services,Maintenance,Instrument Technician,2,5.0,Current
960,CTR-00960,Contractor,Atlantic Marine Support,Logistics,Logistics Coordinator,4,9.0,Current
961,CTR-00961,Contractor,Delta Industrial Services,Logistics,Warehouse Technician,3,13.2,Current
962,EMP-00962,Employee,None,Marine,Deck Crew,2,12.7,Current
963,CTR-00963,Contractor,Atlantic Marine Support,HSE,Environmental Officer,2,5.3,Current
964,CTR-00964,Contractor,Delta Industrial Services,Logistics,Forklift Operator,1,6.9,Current
965,CTR-00965,Contractor,Integrated Drilling Services,Engineering,Reliability Engineer,3,6.3,Expired
966,CTR-00966,Contractor,SafeBuild Engineering,Engineering,Process Engineer,2,14.3,Due within 30 days
967,CTR-00967,Contractor,Delta Industrial Services,Logistics,Logistics Coordinator,4,7.4,Due within 30 days
968,EMP-00968,Employee,None,Marine,Deck Crew,3,2.0,Due within 30 days
969,EMP-00969,Employee,None,Laboratory,Chemist,2,2.9,Current
970,EMP-00970,Employee,None,Operations,Production Technician,5,14.0,Current
971,CTR-00971,Contractor,Delta Industrial Services,Projects,QA/QC Inspector,2,8.4,Current
972,EMP-00972,Employee,None,Security,Security Supervisor,4,12.3,Current
973,EMP-00973,Employee,None,Projects,Project Engineer,2,3.9,Incomplete
974,CTR-00974,Contractor,Integrated Drilling Services,Engineering,Reliability Engineer,2,5.0,Current
975,CTR-00975,Contractor,Coastal Logistics Ltd,Drilling,Assistant Driller,3,8.1,Expired
976,EMP-00976,Employee,None,Drilling,Assistant Driller,4,5.7,Current
977,CTR-00977,Contractor,PetroMaint Solutions,Logistics,Forklift Operator,4,3.5,Current
978,CTR-00978,Contractor,Delta Industrial Services,Engineering,Process Engineer,4,6.4,Current
979,EMP-00979,Employee,None,Engineering,Process Engineer,3,9.1,Expired
980,EMP-00980,Employee,None,Operations,Operations Supervisor,3,4.4,Expired
981,CTR-00981,Contractor,Integrated Drilling Services,HSE,Occupational Health Officer,1,2.2,Current
982,EMP-00982,Employee,None,Security,Security Supervisor,5,9.4,Current
983,EMP-00983,Employee,None,Logistics,Logistics Coordinator,2,7.4,Expired
984,CTR-00984,Contractor,Delta Industrial Services,Maintenance,Instrument Technician,1,4.3,Current
985,CTR-00985,Contractor,Coastal Logistics Ltd,Operations,Control Room Operator,3,4.4,Current
986,EMP-00986,Employee,None,Laboratory,Laboratory Technician,2,3.8,Current
987,CTR-00987,Contractor,SafeBuild Engineering,HSE,HSE Officer,3,8.9,Expired
988,EMP-00988,Employee,None,Maintenance,Electrical Technician,3,7.4,Current
989,CTR-00989,Contractor,Integrated Drilling Services,Operations,Control Room Operator,4,3.2,Current
990,EMP-00990,Employee,None,Logistics,Driver,1,1.6,Current
991,EMP-00991,Employee,None,Maintenance,Electrical Technician,3,11.3,Current
992,CTR-00992,Contractor,WestCo Services Ltd,Engineering,Electrical Engineer,3,6.2,Current
993,EMP-00993,Employee,None,Laboratory,Chemist,4,9.8,Current
994,EMP-00994,Employee,None,Laboratory,Sampling Technician,4,9.0,Current
995,EMP-00995,Employee,None,Maintenance,Mechanical Technician,3,15.2,Expired
996,EMP-00996,Employee,None,Security,Security Supervisor,2,5.3,Current
997,CTR-00997,Contractor,Delta Industrial Services,Laboratory,Laboratory Technician,5,8.1,Incomplete
998,CTR-00998,Contractor,Atlantic Marine Support,Security,Security Supervisor,2,3.5,Expired
999,EMP-00999,Employee,None,Security,Security Officer,3,15.5,Current
1000,EMP-01000,Employee,None,Security,Security Officer,2,3.8,Current
1001,EMP-01001,Employee,None,HSE,HSE Advisor,4,22.9,Current
1002,EMP-01002,Employee,None,Operations,Control Room Operator,2,7.6,Current
1003,CTR-01003,Contractor,Coastal Logistics Ltd,Projects,Project Engineer,5,10.9,Expired
1004,CTR-01004,Contractor,Integrated Drilling Services,Marine,Deck Crew,2,4.8,Current
1005,EMP-01005,Employee,None,Operations,Control Room Operator,2,5.5,Current
1006,EMP-01006,Employee,None,HSE,Occupational Health Officer,2,4.2,Current
1007,EMP-01007,Employee,None,Security,Security Officer,2,7.8,Expired
1008,EMP-01008,Employee,None,Laboratory,Laboratory Technician,5,11.3,Incomplete
1009,CTR-01009,Contractor,SafeBuild Engineering,Drilling,Drilling Supervisor,1,1.8,Current
1010,EMP-01010,Employee,None,Engineering,Process Engineer,3,8.0,Current
1011,EMP-01011,Employee,None,Logistics,Warehouse Technician,3,5.1,Due within 30 days
1012,CTR-01012,Contractor,Delta Industrial Services,Drilling,Drilling Supervisor,1,1.6,Due within 30 days
1013,EMP-01013,Employee,None,Operations,Operations Supervisor,3,11.4,Due within 30 days
1014,CTR-01014,Contractor,Atlantic Marine Support,Laboratory,Laboratory Technician,2,5.0,Current
1015,CTR-01015,Contractor,Atlantic Marine Support,Projects,QA/QC Inspector,4,10.2,Current
1016,EMP-01016,Employee,None,Drilling,Derrickhand,3,13.5,Current
1017,EMP-01017,Employee,None,Security,Security Officer,3,4.1,Incomplete
1018,EMP-01018,Employee,None,Projects,Project Engineer,3,6.0,Expired
1019,CTR-01019,Contractor,PetroMaint Solutions,HSE,Occupational Health Officer,3,13.5,Current
1020,EMP-01020,Employee,None,HSE,HSE Officer,1,1.6,Current
1021,EMP-01021,Employee,None,Operations,Process Operator,2,7.1,Due within 30 days
1022,EMP-01022,Employee,None,HSE,HSE Officer,2,3.2,Current
1023,CTR-01023,Contractor,SafeBuild Engineering,Laboratory,Chemist,4,13.2,Due within 30 days
1024,EMP-01024,Employee,None,Maintenance,Instrument Technician,3,4.0,Current
1025,CTR-01025,Contractor,Atlantic Marine Support,Laboratory,Laboratory Technician,2,2.9,Due within 30 days
1026,CTR-01026,Contractor,PetroMaint Solutions,Laboratory,Chemist,1,3.1,Current
1027,EMP-01027,Employee,None,Marine,Marine Supervisor,3,8.9,Expired
1028,CTR-01028,Contractor,WestCo Services Ltd,Projects,QA/QC Inspector,3,6.5,Expired
1029,EMP-01029,Employee,None,Operations,Operations Supervisor,3,10.4,Current
1030,CTR-01030,Contractor,Coastal Logistics Ltd,Maintenance,Mechanical Technician,2,3.0,Current
1031,EMP-01031,Employee,None,Operations,Control Room Operator,2,6.0,Due within 30 days
1032,EMP-01032,Employee,None,HSE,Occupational Health Officer,2,10.7,Due within 30 days
1033,CTR-01033,Contractor,SafeBuild Engineering,Marine,Marine Supervisor,1,1.3,Current
1034,CTR-01034,Contractor,Integrated Drilling Services,Engineering,Electrical Engineer,3,9.4,Current
1035,EMP-01035,Employee,None,Security,Security Officer,2,4.1,Current
1036,EMP-01036,Employee,None,Laboratory,Laboratory Technician,2,14.7,Current
1037,CTR-01037,Contractor,SafeBuild Engineering,Operations,Control Room Operator,2,3.5,Current
1038,CTR-01038,Contractor,Prime Offshore Contractors,Laboratory,Chemist,2,4.9,Current
1039,CTR-01039,Contractor,PetroMaint Solutions,Drilling,Roustabout,2,4.7,Current
1040,EMP-01040,Employee,None,Engineering,Mechanical Engineer,3,10.0,Current
1041,CTR-01041,Contractor,Delta Industrial Services,Marine,Deck Crew,2,1.1,Current
1042,CTR-01042,Contractor,Atlantic Marine Support,Laboratory,Chemist,2,2.4,Current
1043,CTR-01043,Contractor,Atlantic Marine Support,HSE,Occupational Health Officer,2,2.4,Current
1044,EMP-01044,Employee,None,Security,Security Supervisor,2,0.3,Current
1045,EMP-01045,Employee,None,Engineering,Electrical Engineer,3,2.2,Expired
1046,CTR-01046,Contractor,SafeBuild Engineering,Engineering,Electrical Engineer,4,8.4,Current
1047,EMP-01047,Employee,None,Operations,Production Technician,2,6.3,Incomplete
1048,CTR-01048,Contractor,PetroMaint Solutions,Engineering,Electrical Engineer,2,4.5,Due within 30 days
1049,CTR-01049,Contractor,Coastal Logistics Ltd,Engineering,Process Engineer,2,7.0,Current
1050,CTR-01050,Contractor,Coastal Logistics Ltd,Maintenance,Maintenance Supervisor,2,2.8,Current
1051,CTR-01051,Contractor,WestCo Services Ltd,Operations,Operations Supervisor,1,0.8,Current
1052,EMP-01052,Employee,None,Logistics,Logistics Coordinator,3,12.0,Expired
1053,EMP-01053,Employee,None,Marine,Deck Officer,4,12.0,Current
1054,EMP-01054,Employee,None,Drilling,Derrickhand,1,0.8,Current
1055,CTR-01055,Contractor,Delta Industrial Services,HSE,HSE Advisor,4,8.5,Current
1056,EMP-01056,Employee,None,Engineering,Reliability Engineer,2,6.8,Expired
1057,CTR-01057,Contractor,Atlantic Marine Support,HSE,HSE Advisor,4,3.7,Current
1058,EMP-01058,Employee,None,Maintenance,Mechanical Technician,1,2.9,Current
1059,EMP-01059,Employee,None,Security,Security Supervisor,4,5.9,Current
1060,CTR-01060,Contractor,SafeBuild Engineering,Projects,Project Engineer,3,5.0,Current
1061,EMP-01061,Employee,None,Security,Security Supervisor,3,2.3,Current
1062,CTR-01062,Contractor,Atlantic Marine Support,Engineering,Electrical Engineer,4,7.9,Current
1063,CTR-01063,Contractor,Coastal Logistics Ltd,Marine,Deck Officer,2,6.6,Current
1064,CTR-01064,Contractor,Prime Offshore Contractors,Operations,Process Operator,2,2.3,Current
1065,CTR-01065,Contractor,SafeBuild Engineering,Marine,Marine Supervisor,2,7.7,Incomplete
1066,EMP-01066,Employee,None,Security,Security Supervisor,5,20.3,Current
1067,CTR-01067,Contractor,Integrated Drilling Services,Operations,Production Technician,3,8.1,Current
1068,EMP-01068,Employee,None,Maintenance,Mechanical Technician,2,6.0,Current
1069,EMP-01069,Employee,None,HSE,HSE Advisor,3,5.4,Current
1070,CTR-01070,Contractor,WestCo Services Ltd,Laboratory,Chemist,4,8.4,Current
1071,EMP-01071,Employee,None,HSE,Occupational Health Officer,2,5.3,Current
1072,CTR-01072,Contractor,PetroMaint Solutions,Maintenance,Mechanical Technician,2,3.1,Current
1073,EMP-01073,Employee,None,Engineering,Process Engineer,4,20.5,Current
1074,EMP-01074,Employee,None,Marine,Crane Operator,3,2.3,Expired
1075,CTR-01075,Contractor,SafeBuild Engineering,Security,Security Supervisor,3,17.6,Current
1076,CTR-01076,Contractor,Atlantic Marine Support,Marine,Deck Officer,3,9.3,Incomplete
1077,CTR-01077,Contractor,Prime Offshore Contractors,Logistics,Forklift Operator,2,3.2,Current
1078,EMP-01078,Employee,None,Engineering,Electrical Engineer,4,12.0,Current
1079,CTR-01079,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,2,4.6,Current
1080,EMP-01080,Employee,None,Operations,Process Operator,3,9.3,Due within 30 days
1081,EMP-01081,Employee,None,Drilling,Derrickhand,2,5.3,Current
1082,EMP-01082,Employee,None,Logistics,Driver,2,4.0,Current
1083,EMP-01083,Employee,None,Laboratory,Sampling Technician,4,13.0,Expired
1084,EMP-01084,Employee,None,Maintenance,Mechanical Technician,3,0.3,Due within 30 days
1085,CTR-01085,Contractor,SafeBuild Engineering,Marine,Deck Crew,3,21.9,Due within 30 days
1086,CTR-01086,Contractor,Delta Industrial Services,Maintenance,Electrical Technician,2,3.4,Due within 30 days
1087,EMP-01087,Employee,None,Logistics,Driver,3,20.3,Current
1088,CTR-01088,Contractor,SafeBuild Engineering,Maintenance,Instrument Technician,3,4.3,Incomplete
1089,EMP-01089,Employee,None,Maintenance,Mechanical Technician,4,19.5,Due within 30 days
1090,CTR-01090,Contractor,Integrated Drilling Services,Logistics,Logistics Coordinator,2,6.4,Current
1091,CTR-01091,Contractor,Delta Industrial Services,Marine,Crane Operator,2,3.9,Current
1092,EMP-01092,Employee,None,Engineering,Reliability Engineer,2,7.3,Current
1093,CTR-01093,Contractor,Integrated Drilling Services,Security,Security Supervisor,3,5.1,Due within 30 days
1094,EMP-01094,Employee,None,Operations,Operations Supervisor,2,4.0,Current
1095,CTR-01095,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,2,6.8,Current
1096,CTR-01096,Contractor,PetroMaint Solutions,Marine,Deck Officer,2,4.3,Current
1097,CTR-01097,Contractor,Prime Offshore Contractors,Operations,Process Operator,2,2.4,Expired
1098,CTR-01098,Contractor,Prime Offshore Contractors,Drilling,Roustabout,1,10.5,Incomplete
1099,EMP-01099,Employee,None,Security,Security Supervisor,1,1.2,Due within 30 days
1100,EMP-01100,Employee,None,Engineering,Mechanical Engineer,2,2.2,Current
1101,EMP-01101,Employee,None,Security,Security Supervisor,2,5.5,Expired
1102,EMP-01102,Employee,None,Security,Security Supervisor,2,5.4,Expired
1103,EMP-01103,Employee,None,Marine,Marine Supervisor,2,12.6,Current
1104,CTR-01104,Contractor,Delta Industrial Services,Projects,Construction Supervisor,2,9.7,Current
1105,EMP-01105,Employee,None,Projects,Construction Supervisor,3,4.8,Current
1106,EMP-01106,Employee,None,Operations,Control Room Operator,2,5.4,Current
1107,EMP-01107,Employee,None,Drilling,Derrickhand,3,2.9,Current
1108,EMP-01108,Employee,None,Operations,Production Technician,4,3.6,Current
1109,EMP-01109,Employee,None,Drilling,Roustabout,2,4.4,Current
1110,CTR-01110,Contractor,SafeBuild Engineering,Drilling,Driller,2,9.3,Current
1111,EMP-01111,Employee,None,Logistics,Warehouse Technician,3,4.1,Current
1112,EMP-01112,Employee,None,Engineering,Electrical Engineer,3,1.2,Due within 30 days
1113,CTR-01113,Contractor,Delta Industrial Services,Operations,Process Operator,2,1.9,Current
1114,CTR-01114,Contractor,Prime Offshore Contractors,Maintenance,Electrical Technician,3,6.0,Incomplete
1115,EMP-01115,Employee,None,Security,Security Officer,4,16.2,Incomplete
1116,EMP-01116,Employee,None,Marine,Deck Officer,2,2.1,Current
1117,EMP-01117,Employee,None,Drilling,Driller,4,8.8,Due within 30 days
1118,EMP-01118,Employee,None,Marine,Deck Officer,2,8.3,Current
1119,EMP-01119,Employee,None,HSE,Occupational Health Officer,1,3.9,Current
1120,EMP-01120,Employee,None,Marine,Deck Officer,2,5.3,Current
1121,EMP-01121,Employee,None,HSE,Occupational Health Officer,2,2.5,Due within 30 days
1122,EMP-01122,Employee,None,Security,Security Supervisor,3,6.2,Current
1123,CTR-01123,Contractor,Integrated Drilling Services,Projects,Construction Supervisor,3,11.3,Current
1124,CTR-01124,Contractor,Coastal Logistics Ltd,Laboratory,Chemist,5,11.0,Current
1125,CTR-01125,Contractor,Prime Offshore Contractors,Marine,Marine Supervisor,4,13.0,Current
1126,EMP-01126,Employee,None,Security,Security Officer,2,6.4,Current
1127,EMP-01127,Employee,None,Drilling,Roustabout,2,7.2,Due within 30 days
1128,CTR-01128,Contractor,Delta Industrial Services,Laboratory,Chemist,4,17.1,Current
1129,CTR-01129,Contractor,Delta Industrial Services,Logistics,Logistics Coordinator,1,1.4,Current
1130,EMP-01130,Employee,None,Security,Security Supervisor,3,3.6,Current
1131,CTR-01131,Contractor,Coastal Logistics Ltd,Logistics,Driver,3,18.6,Current
1132,CTR-01132,Contractor,SafeBuild Engineering,Laboratory,Chemist,2,2.3,Current
1133,CTR-01133,Contractor,PetroMaint Solutions,Projects,Field Engineer,4,14.7,Current
1134,EMP-01134,Employee,None,Maintenance,Maintenance Supervisor,4,2.6,Current
1135,EMP-01135,Employee,None,Drilling,Assistant Driller,1,1.5,Current
1136,CTR-01136,Contractor,Prime Offshore Contractors,Projects,Construction Supervisor,2,2.9,Current
1137,EMP-01137,Employee,None,Laboratory,Sampling Technician,2,16.2,Current
1138,EMP-01138,Employee,None,HSE,HSE Officer,3,12.2,Due within 30 days
1139,EMP-01139,Employee,None,HSE,HSE Officer,1,1.6,Current
1140,CTR-01140,Contractor,Delta Industrial Services,Security,Security Supervisor,3,4.2,Current
1141,CTR-01141,Contractor,PetroMaint Solutions,Marine,Crane Operator,3,6.5,Current
1142,CTR-01142,Contractor,PetroMaint Solutions,Drilling,Derrickhand,3,12.6,Expired
1143,CTR-01143,Contractor,SafeBuild Engineering,Logistics,Forklift Operator,2,5.7,Incomplete
1144,EMP-01144,Employee,None,Operations,Operations Supervisor,4,11.8,Expired
1145,EMP-01145,Employee,None,Operations,Control Room Operator,2,0.2,Incomplete
1146,EMP-01146,Employee,None,Marine,Deck Officer,2,11.8,Current
1147,CTR-01147,Contractor,PetroMaint Solutions,Projects,Field Engineer,4,25.5,Current
1148,CTR-01148,Contractor,PetroMaint Solutions,Laboratory,Chemist,2,7.7,Incomplete
1149,CTR-01149,Contractor,WestCo Services Ltd,Security,Security Officer,2,6.2,Current
1150,CTR-01150,Contractor,Prime Offshore Contractors,Security,Security Officer,1,5.3,Current
1151,EMP-01151,Employee,None,HSE,Environmental Officer,1,3.4,Current
1152,EMP-01152,Employee,None,Maintenance,Electrical Technician,2,1.2,Current
1153,EMP-01153,Employee,None,Projects,Construction Supervisor,3,26.1,Current
1154,EMP-01154,Employee,None,Drilling,Assistant Driller,2,1.7,Current
1155,EMP-01155,Employee,None,Security,Security Officer,2,7.3,Current
1156,EMP-01156,Employee,None,Laboratory,Chemist,2,0.8,Expired
1157,CTR-01157,Contractor,Coastal Logistics Ltd,Drilling,Drilling Supervisor,2,7.6,Current
1158,CTR-01158,Contractor,Prime Offshore Contractors,Operations,Operations Supervisor,4,7.9,Current
1159,EMP-01159,Employee,None,Logistics,Logistics Coordinator,2,6.9,Due within 30 days
1160,EMP-01160,Employee,None,Security,Security Officer,3,11.2,Current
1161,CTR-01161,Contractor,SafeBuild Engineering,Laboratory,Laboratory Technician,3,9.2,Current
1162,CTR-01162,Contractor,WestCo Services Ltd,Security,Security Officer,2,3.3,Expired
1163,CTR-01163,Contractor,Coastal Logistics Ltd,Logistics,Logistics Coordinator,2,2.1,Due within 30 days
1164,CTR-01164,Contractor,PetroMaint Solutions,Drilling,Drilling Supervisor,2,5.3,Current
1165,CTR-01165,Contractor,Coastal Logistics Ltd,Laboratory,Laboratory Technician,4,5.9,Due within 30 days
1166,EMP-01166,Employee,None,Engineering,Process Engineer,2,3.3,Expired
1167,CTR-01167,Contractor,Coastal Logistics Ltd,HSE,HSE Officer,3,1.1,Incomplete
1168,EMP-01168,Employee,None,HSE,Occupational Health Officer,4,8.3,Current
1169,EMP-01169,Employee,None,Operations,Production Technician,1,4.6,Current
1170,CTR-01170,Contractor,SafeBuild Engineering,Engineering,Mechanical Engineer,2,3.0,Expired
